#{"t_start": 1626358340.285623, "env_id": "CartPole-v0"}
r,l,t
9.0,9,2.659118
21.0,21,2.660709
23.0,23,2.662428
26.0,26,2.664397
13.0,13,2.665434
18.0,18,2.667004
39.0,39,2.670575
17.0,17,2.672376
32.0,32,2.67503
13.0,13,2.676221
11.0,11,2.67721
47.0,47,2.680862
17.0,17,2.682394
34.0,34,2.685476
31.0,31,2.688021
51.0,51,2.69304
30.0,30,2.695579
20.0,20,2.697293
52.0,52,2.701879
37.0,37,2.705974
22.0,22,2.707761
54.0,54,2.712045
15.0,15,2.713236
63.0,63,2.718528
30.0,30,2.721079
20.0,20,2.722923
21.0,21,2.724803
43.0,43,2.728616
19.0,19,2.730302
21.0,21,2.732063
17.0,17,2.733726
19.0,19,2.735665
41.0,41,2.739446
55.0,55,2.744409
23.0,23,2.746557
13.0,13,2.747815
72.0,72,2.753704
14.0,14,2.755218
17.0,17,2.75676
44.0,44,2.760369
13.0,13,2.761518
35.0,35,2.764393
23.0,23,2.766471
35.0,35,2.76938
37.0,37,2.772546
12.0,12,2.77374
10.0,10,2.774689
12.0,12,2.775761
17.0,17,2.777214
41.0,41,2.780446
19.0,19,2.782065
43.0,43,2.78578
50.0,50,2.789821
27.0,27,2.792058
13.0,13,2.793213
24.0,24,2.795155
10.0,10,2.796047
58.0,58,2.800458
13.0,13,2.801668
81.0,81,2.807886
18.0,18,2.809319
52.0,52,2.813041
27.0,27,2.815174
18.0,18,2.816916
28.0,28,2.81917
23.0,23,2.821047
12.0,12,2.822139
23.0,23,2.824074
41.0,41,2.827071
58.0,58,2.831322
25.0,25,2.833705
22.0,22,2.835851
45.0,45,2.839364
25.0,25,2.841214
70.0,70,2.846154
11.0,11,2.847318
22.0,22,2.849392
12.0,12,2.850623
51.0,51,2.854594
38.0,38,2.857401
29.0,29,2.859618
82.0,82,2.865507
22.0,22,2.867518
33.0,33,2.870198
17.0,17,2.871386
13.0,13,2.872297
22.0,22,2.873878
40.0,40,2.876702
28.0,28,2.87895
51.0,51,2.882857
36.0,36,2.886981
30.0,30,2.889214
40.0,40,2.892166
77.0,77,2.897741
30.0,30,2.90013
43.0,43,2.903563
23.0,23,2.905295
19.0,19,2.906769
16.0,16,2.907938
15.0,15,2.909046
88.0,88,2.915191
79.0,79,2.921328
22.0,22,2.92304
11.0,11,2.923869
37.0,37,2.926518
27.0,27,2.928422
37.0,37,2.931093
40.0,40,2.934258
49.0,49,2.937851
115.0,115,2.945861
38.0,38,2.948826
41.0,41,2.952301
65.0,65,2.956952
30.0,30,2.959225
34.0,34,2.961567
12.0,12,2.96256
25.0,25,2.964483
23.0,23,2.966512
81.0,81,2.973254
37.0,37,2.976042
92.0,92,2.982687
19.0,19,2.984464
18.0,18,2.986065
13.0,13,2.987042
16.0,16,2.988295
12.0,12,2.989216
61.0,61,2.993839
49.0,49,2.997493
15.0,15,2.998933
29.0,29,3.001407
23.0,23,3.003684
116.0,116,3.013222
11.0,11,3.014296
38.0,38,3.017578
30.0,30,3.020175
19.0,19,3.021922
16.0,16,3.023248
24.0,24,3.025277
13.0,13,3.026411
12.0,12,3.027385
18.0,18,3.028861
12.0,12,3.029815
82.0,82,3.036277
15.0,15,3.037484
38.0,38,3.040567
58.0,58,3.045086
33.0,33,3.047519
11.0,11,3.048544
12.0,12,3.049581
37.0,37,3.052477
18.0,18,3.053979
33.0,33,3.056485
42.0,42,3.059718
22.0,22,3.061632
40.0,40,3.064731
14.0,14,3.065787
42.0,42,3.069022
24.0,24,3.070991
20.0,20,3.072625
25.0,25,3.074578
39.0,39,3.077447
26.0,26,3.079427
9.0,9,3.080143
16.0,16,3.08134
42.0,42,3.084734
21.0,21,3.086467
31.0,31,3.088773
71.0,71,3.09429
13.0,13,3.095344
16.0,16,3.096562
65.0,65,3.101681
12.0,12,3.102729
36.0,36,3.105569
21.0,21,3.107339
64.0,64,3.112262
54.0,54,3.116391
44.0,44,3.119961
53.0,53,3.124196
43.0,43,3.127605
13.0,13,3.12863
10.0,10,3.129451
12.0,12,3.1304
50.0,50,3.134423
26.0,26,3.136752
70.0,70,3.142218
57.0,57,3.146792
43.0,43,3.150206
29.0,29,3.152718
80.0,80,3.159146
30.0,30,3.161504
17.0,17,3.162892
70.0,70,3.16924
103.0,103,3.177105
33.0,33,3.179839
19.0,19,3.181374
22.0,22,3.183169
8.0,8,3.184144
43.0,43,3.188451
75.0,75,3.194295
103.0,103,3.202987
34.0,34,3.20558
48.0,48,3.209091
19.0,19,3.210534
24.0,24,3.212274
23.0,23,3.214074
20.0,20,3.216311
69.0,69,3.221524
25.0,25,3.223577
50.0,50,3.227237
68.0,68,3.232119
50.0,50,3.23621
23.0,23,3.237875
22.0,22,3.239519
9.0,9,3.240279
15.0,15,3.241423
16.0,16,3.24267
29.0,29,3.244885
57.0,57,3.249367
39.0,39,3.252894
17.0,17,3.25438
27.0,27,3.256381
14.0,14,3.257429
40.0,40,3.260748
29.0,29,3.263139
40.0,40,3.266388
124.0,124,3.275707
54.0,54,3.279584
34.0,34,3.282217
88.0,88,3.288891
33.0,33,3.291414
18.0,18,3.292741
12.0,12,3.293711
12.0,12,3.294661
14.0,14,3.295746
16.0,16,3.296907
27.0,27,3.299864
16.0,16,3.301119
28.0,28,3.303384
32.0,32,3.305674
49.0,49,3.309148
62.0,62,3.313434
12.0,12,3.314935
15.0,15,3.316863
28.0,28,3.31932
36.0,36,3.32213
44.0,44,3.325318
38.0,38,3.328073
15.0,15,3.329195
46.0,46,3.333609
11.0,11,3.334749
67.0,67,3.33954
19.0,19,3.340957
14.0,14,3.342069
66.0,66,3.346638
48.0,48,3.35044
29.0,29,3.353194
48.0,48,3.356925
17.0,17,3.358266
16.0,16,3.359452
51.0,51,3.363062
40.0,40,3.366301
19.0,19,3.367855
14.0,14,3.369075
28.0,28,3.371907
79.0,79,3.377634
37.0,37,3.380486
19.0,19,3.382127
10.0,10,3.38304
17.0,17,3.384567
10.0,10,3.385548
37.0,37,3.388401
83.0,83,3.394318
9.0,9,3.395107
14.0,14,3.396325
17.0,17,3.397832
102.0,102,3.406093
36.0,36,3.409099
14.0,14,3.410495
13.0,13,3.411589
29.0,29,3.413945
23.0,23,3.415889
16.0,16,3.417412
18.0,18,3.419863
37.0,37,3.425435
10.0,10,3.426762
14.0,14,3.428012
27.0,27,3.430217
32.0,32,3.434083
50.0,50,3.438349
28.0,28,3.44071
12.0,12,3.441751
22.0,22,3.443561
23.0,23,3.445392
27.0,27,3.447593
36.0,36,3.451278
26.0,26,3.453929
12.0,12,3.454997
31.0,31,3.457437
37.0,37,3.460338
21.0,21,3.462046
44.0,44,3.465913
29.0,29,3.468808
27.0,27,3.471403
40.0,40,3.474879
30.0,30,3.477213
12.0,12,3.478299
16.0,16,3.479555
54.0,54,3.484037
35.0,35,3.48717
65.0,65,3.492433
125.0,125,3.502604
25.0,25,3.504767
25.0,25,3.506863
14.0,14,3.508156
29.0,29,3.510638
17.0,17,3.512035
31.0,31,3.514521
21.0,21,3.516434
92.0,92,3.524451
54.0,54,3.528809
55.0,55,3.533318
25.0,25,3.53571
38.0,38,3.538973
81.0,81,3.545411
17.0,17,3.546862
12.0,12,3.547837
52.0,52,3.552772
46.0,46,3.556646
28.0,28,3.558987
17.0,17,3.560388
33.0,33,3.562936
26.0,26,3.565099
63.0,63,3.570607
64.0,64,3.576105
84.0,84,3.582878
97.0,97,3.590881
25.0,25,3.592913
26.0,26,3.594975
29.0,29,3.597297
53.0,53,3.601455
19.0,19,3.603262
16.0,16,3.60472
14.0,14,3.606015
26.0,26,3.608185
53.0,53,3.612391
15.0,15,3.613683
64.0,64,3.619139
26.0,26,3.621435
14.0,14,3.622857
63.0,63,3.628218
63.0,63,3.633375
21.0,21,3.635325
28.0,28,3.637753
25.0,25,3.639935
23.0,23,3.641887
23.0,23,3.643854
33.0,33,3.646566
81.0,81,3.652733
34.0,34,3.655481
52.0,52,3.659438
10.0,10,3.660341
40.0,40,3.663332
57.0,57,3.667854
53.0,53,3.671985
15.0,15,3.673379
28.0,28,3.67557
37.0,37,3.678686
37.0,37,3.681607
38.0,38,3.684935
20.0,20,3.686661
20.0,20,3.688344
43.0,43,3.691592
35.0,35,3.69426
25.0,25,3.696176
38.0,38,3.699273
42.0,42,3.703089
35.0,35,3.705806
15.0,15,3.707062
13.0,13,3.708124
11.0,11,3.709076
16.0,16,3.710459
24.0,24,3.712196
31.0,31,3.714713
23.0,23,3.716832
30.0,30,3.719723
113.0,113,3.728054
34.0,34,3.730633
11.0,11,3.731699
45.0,45,3.735947
28.0,28,3.738299
18.0,18,3.739764
22.0,22,3.741441
37.0,37,3.744179
42.0,42,3.747385
25.0,25,3.749665
15.0,15,3.751208
44.0,44,3.754831
16.0,16,3.756184
56.0,56,3.760254
12.0,12,3.761321
27.0,27,3.763419
61.0,61,3.768858
14.0,14,3.770469
38.0,38,3.773481
14.0,14,3.774786
15.0,15,3.776068
54.0,54,3.780161
127.0,127,3.79071
31.0,31,3.793169
35.0,35,3.795959
67.0,67,3.801435
79.0,79,3.80856
43.0,43,3.812099
18.0,18,3.81353
26.0,26,3.815767
16.0,16,3.817404
34.0,34,3.82117
26.0,26,3.823348
43.0,43,3.826848
32.0,32,3.829445
16.0,16,3.83073
18.0,18,3.832236
16.0,16,3.833616
72.0,72,3.839311
46.0,46,3.842836
13.0,13,3.843935
38.0,38,3.84686
61.0,61,3.851689
52.0,52,3.855856
12.0,12,3.856856
31.0,31,3.859312
18.0,18,3.860755
12.0,12,3.861667
25.0,25,3.863502
111.0,111,3.871609
32.0,32,3.874065
41.0,41,3.877029
23.0,23,3.878741
60.0,60,3.883228
24.0,24,3.885458
33.0,33,3.887947
80.0,80,3.893567
49.0,49,3.897367
42.0,42,3.901389
53.0,53,3.905547
79.0,79,3.911246
35.0,35,3.913959
31.0,31,3.916638
19.0,19,3.918408
22.0,22,3.920404
37.0,37,3.923586
21.0,21,3.92538
41.0,41,3.928779
41.0,41,3.931956
53.0,53,3.936351
15.0,15,3.937829
31.0,31,3.940568
33.0,33,3.943426
42.0,42,3.946813
17.0,17,3.948364
44.0,44,3.952115
58.0,58,3.956725
94.0,94,3.964252
17.0,17,3.965767
22.0,22,3.967726
59.0,59,3.972925
122.0,122,3.982651
35.0,35,3.985844
16.0,16,3.987438
48.0,48,3.991449
29.0,29,3.993766
19.0,19,3.995321
15.0,15,3.996608
119.0,119,4.005874
82.0,82,4.01229
65.0,65,4.017407
89.0,89,4.024373
48.0,48,4.028153
70.0,70,4.033561
36.0,36,4.036593
73.0,73,4.042201
9.0,9,4.043011
32.0,32,4.045352
37.0,37,4.048211
18.0,18,4.050104
41.0,41,4.053689
26.0,26,4.055865
17.0,17,4.057237
20.0,20,4.058837
57.0,57,4.063158
35.0,35,4.06609
26.0,26,4.068622
74.0,74,4.074638
81.0,81,4.080515
17.0,17,4.082237
16.0,16,4.083848
32.0,32,4.086751
44.0,44,4.090207
39.0,39,4.09316
74.0,74,4.098628
40.0,40,4.102309
23.0,23,4.104311
88.0,88,4.111043
200.0,200,4.126569
46.0,46,4.129915
17.0,17,4.131311
77.0,77,4.137588
14.0,14,4.1387
32.0,32,4.140904
30.0,30,4.143054
50.0,50,4.146528
65.0,65,4.15195
42.0,42,4.155208
64.0,64,4.159967
21.0,21,4.161517
20.0,20,4.163032
23.0,23,4.164972
24.0,24,4.167119
101.0,101,4.174671
32.0,32,4.177381
90.0,90,4.184254
17.0,17,4.185678
25.0,25,4.187573
16.0,16,4.188778
50.0,50,4.192474
11.0,11,4.193346
108.0,108,4.201708
122.0,122,4.210448
19.0,19,4.2119
47.0,47,4.215515
20.0,20,4.21736
16.0,16,4.219023
28.0,28,4.221435
53.0,53,4.225316
115.0,115,4.234253
43.0,43,4.237779
68.0,68,4.242875
53.0,53,4.246747
28.0,28,4.249044
37.0,37,4.252332
24.0,24,4.254271
66.0,66,4.259035
21.0,21,4.260585
40.0,40,4.263535
24.0,24,4.265446
34.0,34,4.268623
58.0,58,4.272977
102.0,102,4.280204
13.0,13,4.281364
18.0,18,4.283135
87.0,87,4.289955
11.0,11,4.291011
25.0,25,4.293817
97.0,97,4.301107
22.0,22,4.303452
12.0,12,4.304468
69.0,69,4.309336
71.0,71,4.314376
22.0,22,4.316254
62.0,62,4.321799
18.0,18,4.323344
13.0,13,4.324451
80.0,80,4.330265
14.0,14,4.331344
70.0,70,4.337635
66.0,66,4.342835
88.0,88,4.349331
48.0,48,4.353796
43.0,43,4.357212
65.0,65,4.362161
91.0,91,4.369767
63.0,63,4.374638
17.0,17,4.376007
42.0,42,4.379071
56.0,56,4.383164
37.0,37,4.386753
30.0,30,4.389131
45.0,45,4.392744
46.0,46,4.396276
77.0,77,4.402641
50.0,50,4.406714
73.0,73,4.412543
26.0,26,4.414686
30.0,30,4.41744
20.0,20,4.419744
30.0,30,4.422353
22.0,22,4.424612
36.0,36,4.428264
36.0,36,4.431344
24.0,24,4.433397
30.0,30,4.437157
59.0,59,4.443086
75.0,75,4.449368
100.0,100,4.45943
25.0,25,4.461747
64.0,64,4.467152
28.0,28,4.469795
27.0,27,4.472906
122.0,122,4.482722
24.0,24,4.484696
70.0,70,4.49083
62.0,62,4.495838
11.0,11,4.496785
16.0,16,4.498147
18.0,18,4.49968
106.0,106,4.508342
101.0,101,4.51634
44.0,44,4.520207
32.0,32,4.522921
24.0,24,4.524892
33.0,33,4.527599
60.0,60,4.532383
86.0,86,4.539518
14.0,14,4.540683
11.0,11,4.541602
53.0,53,4.54603
61.0,61,4.551393
34.0,34,4.554548
39.0,39,4.557719
48.0,48,4.56146
12.0,12,4.562548
21.0,21,4.564191
25.0,25,4.566126
12.0,12,4.567337
15.0,15,4.569154
31.0,31,4.571597
71.0,71,4.577316
40.0,40,4.580339
69.0,69,4.586317
49.0,49,4.590004
26.0,26,4.591844
200.0,200,4.60761
46.0,46,4.610938
20.0,20,4.612461
87.0,87,4.620541
54.0,54,4.624768
125.0,125,4.635195
20.0,20,4.636979
87.0,87,4.643059
45.0,45,4.646298
64.0,64,4.652595
37.0,37,4.655486
36.0,36,4.658144
12.0,12,4.659081
35.0,35,4.661581
12.0,12,4.662747
101.0,101,4.671819
44.0,44,4.675198
80.0,80,4.680959
45.0,45,4.685752
47.0,47,4.689317
18.0,18,4.69075
18.0,18,4.69209
16.0,16,4.693214
16.0,16,4.694514
10.0,10,4.695401
121.0,121,4.705138
55.0,55,4.709164
30.0,30,4.711453
89.0,89,4.718912
69.0,69,4.724786
35.0,35,4.727363
55.0,55,4.731817
13.0,13,4.733428
65.0,65,4.738635
95.0,95,4.745344
77.0,77,4.752158
63.0,63,4.756958
77.0,77,4.762535
72.0,72,4.769264
81.0,81,4.775222
59.0,59,4.77993
76.0,76,4.786939
80.0,80,4.792746
87.0,87,4.799784
16.0,16,4.801299
121.0,121,4.810489
138.0,138,4.822392
113.0,113,4.830799
30.0,30,4.834377
35.0,35,4.837452
68.0,68,4.842616
53.0,53,4.846458
196.0,196,4.862796
31.0,31,4.865522
48.0,48,4.87067
40.0,40,4.873814
9.0,9,4.874641
12.0,12,4.875576
87.0,87,4.882065
81.0,81,4.88948
36.0,36,4.89237
45.0,45,4.895748
38.0,38,4.898773
50.0,50,4.903445
62.0,62,4.908467
17.0,17,4.909846
25.0,25,4.911756
75.0,75,4.917484
12.0,12,4.919046
41.0,41,4.922243
52.0,52,4.926269
57.0,57,4.93083
32.0,32,4.933408
34.0,34,4.936765
100.0,100,4.944396
150.0,150,4.956091
78.0,78,4.961699
123.0,123,4.97174
30.0,30,4.974076
42.0,42,4.97716
44.0,44,4.980407
106.0,106,4.989849
88.0,88,4.996752
40.0,40,5.000073
41.0,41,5.003347
35.0,35,5.006536
68.0,68,5.011811
17.0,17,5.013146
18.0,18,5.014558
19.0,19,5.016008
37.0,37,5.01896
15.0,15,5.020316
48.0,48,5.024194
37.0,37,5.027213
17.0,17,5.028601
18.0,18,5.030038
34.0,34,5.032794
101.0,101,5.041101
39.0,39,5.044249
22.0,22,5.046029
28.0,28,5.04836
33.0,33,5.051045
35.0,35,5.053968
52.0,52,5.058326
22.0,22,5.060126
19.0,19,5.061666
34.0,34,5.06438
98.0,98,5.0721
18.0,18,5.073623
131.0,131,5.083526
50.0,50,5.088112
40.0,40,5.092391
33.0,33,5.095038
26.0,26,5.09711
77.0,77,5.10388
38.0,38,5.107476
86.0,86,5.115093
39.0,39,5.118366
41.0,41,5.12193
14.0,14,5.123131
50.0,50,5.127407
43.0,43,5.131172
18.0,18,5.132674
200.0,200,5.149929
53.0,53,5.154466
124.0,124,5.164914
32.0,32,5.167909
11.0,11,5.169041
28.0,28,5.171668
16.0,16,5.173075
55.0,55,5.178059
11.0,11,5.179051
15.0,15,5.180432
12.0,12,5.181468
18.0,18,5.183316
20.0,20,5.185989
46.0,46,5.190141
45.0,45,5.193949
14.0,14,5.195182
60.0,60,5.200366
33.0,33,5.20397
39.0,39,5.207193
33.0,33,5.210061
22.0,22,5.212089
18.0,18,5.213564
25.0,25,5.215744
54.0,54,5.221774
21.0,21,5.223706
29.0,29,5.226243
128.0,128,5.236967
162.0,162,5.249888
35.0,35,5.252818
24.0,24,5.254908
95.0,95,5.262295
65.0,65,5.267529
52.0,52,5.271933
18.0,18,5.273692
25.0,25,5.275887
31.0,31,5.278568
139.0,139,5.291348
50.0,50,5.295426
26.0,26,5.297585
26.0,26,5.29975
15.0,15,5.301114
18.0,18,5.302825
141.0,141,5.313952
69.0,69,5.319665
49.0,49,5.323762
34.0,34,5.326588
47.0,47,5.330366
12.0,12,5.331322
127.0,127,5.343364
200.0,200,5.359985
147.0,147,5.371739
55.0,55,5.376156
39.0,39,5.379166
97.0,97,5.387112
109.0,109,5.395626
106.0,106,5.403777
80.0,80,5.409931
65.0,65,5.414868
16.0,16,5.416105
100.0,100,5.424134
51.0,51,5.42814
21.0,21,5.42972
50.0,50,5.433584
77.0,77,5.439619
51.0,51,5.443558
84.0,84,5.449826
54.0,54,5.454809
85.0,85,5.462085
68.0,68,5.467083
65.0,65,5.473569
144.0,144,5.484567
51.0,51,5.489165
27.0,27,5.491262
74.0,74,5.496574
16.0,16,5.497845
103.0,103,5.506792
131.0,131,5.516848
66.0,66,5.5227
74.0,74,5.529233
80.0,80,5.536138
38.0,38,5.539088
93.0,93,5.545986
26.0,26,5.547957
124.0,124,5.557703
70.0,70,5.563364
62.0,62,5.568873
49.0,49,5.572704
191.0,191,5.590068
20.0,20,5.591767
15.0,15,5.592988
14.0,14,5.5941
20.0,20,5.595733
20.0,20,5.597281
122.0,122,5.60736
168.0,168,5.621468
93.0,93,5.628448
85.0,85,5.635587
79.0,79,5.642088
22.0,22,5.643779
59.0,59,5.64819
162.0,162,5.660884
12.0,12,5.661904
117.0,117,5.671431
26.0,26,5.673555
40.0,40,5.676483
120.0,120,5.686597
20.0,20,5.688814
13.0,13,5.689977
15.0,15,5.691278
21.0,21,5.692851
36.0,36,5.695909
29.0,29,5.698268
68.0,68,5.705379
200.0,200,5.72244
162.0,162,5.73582
44.0,44,5.740715
200.0,200,5.755555
200.0,200,5.772474
61.0,61,5.777762
21.0,21,5.780517
61.0,61,5.787108
138.0,138,5.797772
92.0,92,5.806143
108.0,108,5.814223
105.0,105,5.824097
69.0,69,5.829476
191.0,191,5.845016
74.0,74,5.851184
97.0,97,5.859776
43.0,43,5.864744
94.0,94,5.87329
136.0,136,5.888705
30.0,30,5.892678
130.0,130,5.911828
22.0,22,5.91574
24.0,24,5.919071
30.0,30,5.923446
14.0,14,5.925921
32.0,32,5.930645
127.0,127,5.942693
50.0,50,5.947781
62.0,62,5.953578
164.0,164,5.969261
81.0,81,5.977107
151.0,151,5.991284
36.0,36,5.994822
58.0,58,6.000343
176.0,176,6.015805
19.0,19,6.017671
24.0,24,6.020022
15.0,15,6.022188
22.0,22,6.025504
82.0,82,6.037732
100.0,100,6.052288
41.0,41,6.058267
42.0,42,6.06417
22.0,22,6.067464
39.0,39,6.073526
73.0,73,6.083119
41.0,41,6.087382
47.0,47,6.091937
48.0,48,6.096957
24.0,24,6.099631
34.0,34,6.102764
52.0,52,6.108411
109.0,109,6.119239
46.0,46,6.123781
23.0,23,6.126375
25.0,25,6.1288
31.0,31,6.132153
77.0,77,6.140643
78.0,78,6.149166
29.0,29,6.152421
54.0,54,6.158148
66.0,66,6.164569
49.0,49,6.16951
81.0,81,6.17694
19.0,19,6.178871
26.0,26,6.182264
37.0,37,6.187556
19.0,19,6.190102
109.0,109,6.203686
84.0,84,6.213213
67.0,67,6.220459
61.0,61,6.226653
34.0,34,6.230661
27.0,27,6.233672
42.0,42,6.238929
86.0,86,6.2479
53.0,53,6.253666
66.0,66,6.260602
38.0,38,6.26512
50.0,50,6.270664
57.0,57,6.276754
83.0,83,6.284669
154.0,154,6.299799
34.0,34,6.30335
94.0,94,6.31565
25.0,25,6.319159
33.0,33,6.32353
200.0,200,6.346294
200.0,200,6.366362
33.0,33,6.369572
26.0,26,6.372332
124.0,124,6.384528
10.0,10,6.385578
32.0,32,6.388614
15.0,15,6.390088
23.0,23,6.39225
32.0,32,6.395275
30.0,30,6.398164
29.0,29,6.400794
18.0,18,6.402623
17.0,17,6.404505
30.0,30,6.407393
27.0,27,6.410324
27.0,27,6.414069
15.0,15,6.416561
23.0,23,6.419385
20.0,20,6.422
47.0,47,6.426973
10.0,10,6.428161
173.0,173,6.44594
110.0,110,6.457266
62.0,62,6.463528
25.0,25,6.466108
19.0,19,6.467973
30.0,30,6.470769
105.0,105,6.480095
25.0,25,6.482393
18.0,18,6.484114
51.0,51,6.488733
62.0,62,6.494302
10.0,10,6.495281
21.0,21,6.497077
23.0,23,6.499054
18.0,18,6.500704
49.0,49,6.50511
34.0,34,6.509344
21.0,21,6.511888
14.0,14,6.513547
32.0,32,6.517401
59.0,59,6.523464
78.0,78,6.531412
11.0,11,6.533178
29.0,29,6.536624
129.0,129,6.549771
129.0,129,6.562751
54.0,54,6.568086
38.0,38,6.572293
158.0,158,6.587612
152.0,152,6.601824
64.0,64,6.608232
62.0,62,6.614181
178.0,178,6.632977
152.0,152,6.647528
20.0,20,6.6494
42.0,42,6.655433
128.0,128,6.671798
79.0,79,6.678774
20.0,20,6.680773
22.0,22,6.682834
18.0,18,6.68465
12.0,12,6.686077
43.0,43,6.691832
81.0,81,6.701409
98.0,98,6.711448
166.0,166,6.729327
44.0,44,6.733679
19.0,19,6.735685
58.0,58,6.741692
16.0,16,6.743398
107.0,107,6.753808
12.0,12,6.75516
43.0,43,6.759137
39.0,39,6.762622
119.0,119,6.772762
21.0,21,6.774656
34.0,34,6.777677
49.0,49,6.781802
67.0,67,6.787772
49.0,49,6.792032
114.0,114,6.800782
86.0,86,6.807774
25.0,25,6.80982
15.0,15,6.811067
30.0,30,6.813374
8.0,8,6.814149
23.0,23,6.815893
31.0,31,6.818507
33.0,33,6.821454
139.0,139,6.831937
26.0,26,6.834623
29.0,29,6.837406
50.0,50,6.8417
30.0,30,6.844573
45.0,45,6.848514
84.0,84,6.857333
13.0,13,6.858705
36.0,36,6.862063
25.0,25,6.864501
137.0,137,6.881749
82.0,82,6.892942
18.0,18,6.895788
58.0,58,6.904814
77.0,77,6.916524
87.0,87,6.929778
36.0,36,6.935211
79.0,79,6.94732
24.0,24,6.951007
120.0,120,6.969227
20.0,20,6.972495
27.0,27,6.976769
48.0,48,6.984112
63.0,63,6.993542
19.0,19,6.996583
79.0,79,7.008359
200.0,200,7.035702
190.0,190,7.061066
200.0,200,7.082905
184.0,184,7.0999
153.0,153,7.113778
130.0,130,7.125548
38.0,38,7.129133
22.0,22,7.131336
160.0,160,7.14565
25.0,25,7.14847
148.0,148,7.161659
46.0,46,7.165641
19.0,19,7.167274
41.0,41,7.17063
30.0,30,7.173069
44.0,44,7.176388
16.0,16,7.177727
36.0,36,7.180646
36.0,36,7.183607
35.0,35,7.187515
26.0,26,7.189684
39.0,39,7.193157
138.0,138,7.20507
124.0,124,7.214763
47.0,47,7.219468
43.0,43,7.22304
21.0,21,7.224683
16.0,16,7.226085
21.0,21,7.227714
35.0,35,7.230591
26.0,26,7.233078
56.0,56,7.238663
20.0,20,7.240268
92.0,92,7.247099
53.0,53,7.251828
89.0,89,7.258755
107.0,107,7.267222
158.0,158,7.279862
53.0,53,7.284151
200.0,200,7.300034
68.0,68,7.306405
45.0,45,7.309776
21.0,21,7.311412
38.0,38,7.314264
12.0,12,7.315334
68.0,68,7.322215
21.0,21,7.323997
23.0,23,7.325811
21.0,21,7.327526
14.0,14,7.328665
39.0,39,7.331925
35.0,35,7.335237
153.0,153,7.347491
32.0,32,7.350392
49.0,49,7.355488
23.0,23,7.357395
89.0,89,7.364119
167.0,167,7.378332
171.0,171,7.392259
22.0,22,7.394039
12.0,12,7.395209
11.0,11,7.396142
194.0,194,7.411763
42.0,42,7.415087
50.0,50,7.420265
54.0,54,7.424361
46.0,46,7.427898
9.0,9,7.428995
30.0,30,7.43147
199.0,199,7.447351
30.0,30,7.449948
14.0,14,7.451421
38.0,38,7.455157
22.0,22,7.457
200.0,200,7.474232
44.0,44,7.477732
38.0,38,7.480857
169.0,169,7.494822
105.0,105,7.503621
68.0,68,7.508717
73.0,73,7.514354
140.0,140,7.527245
47.0,47,7.531205
24.0,24,7.533419
90.0,90,7.541224
164.0,164,7.556479
62.0,62,7.563048
47.0,47,7.569596
40.0,40,7.575495
46.0,46,7.581392
34.0,34,7.585169
183.0,183,7.605453
133.0,133,7.618929
154.0,154,7.636105
117.0,117,7.649649
52.0,52,7.655068
31.0,31,7.658851
71.0,71,7.666312
196.0,196,7.687234
124.0,124,7.700168
66.0,66,7.706527
68.0,68,7.713124
81.0,81,7.721185
18.0,18,7.723028
19.0,19,7.724979
38.0,38,7.728367
83.0,83,7.739097
140.0,140,7.754494
177.0,177,7.773055
77.0,77,7.780648
95.0,95,7.791336
200.0,200,7.811245
191.0,191,7.830242
155.0,155,7.847409
200.0,200,7.868403
111.0,111,7.879628
57.0,57,7.88572
31.0,31,7.889031
44.0,44,7.893621
200.0,200,7.914094
200.0,200,7.934291
123.0,123,7.946547
200.0,200,7.966298
147.0,147,7.981622
46.0,46,7.986361
200.0,200,8.005627
151.0,151,8.020334
120.0,120,8.031858
42.0,42,8.037195
200.0,200,8.058759
200.0,200,8.08173
200.0,200,8.106821
200.0,200,8.128762
108.0,108,8.142818
43.0,43,8.147764
31.0,31,8.152426
30.0,30,8.156178
110.0,110,8.168924
28.0,28,8.17267
195.0,195,8.193121
200.0,200,8.213737
88.0,88,8.222942
44.0,44,8.227348
40.0,40,8.231352
31.0,31,8.234195
38.0,38,8.237737
95.0,95,8.246073
200.0,200,8.266186
196.0,196,8.286163
159.0,159,8.302881
200.0,200,8.322211
59.0,59,8.327372
85.0,85,8.335283
197.0,197,8.356083
96.0,96,8.366056
200.0,200,8.389112
200.0,200,8.413167
200.0,200,8.435578
171.0,171,8.454565
69.0,69,8.463295
41.0,41,8.468123
138.0,138,8.483914
171.0,171,8.50221
186.0,186,8.522359
200.0,200,8.543007
176.0,176,8.561851
122.0,122,8.574043
200.0,200,8.598547
71.0,71,8.606785
115.0,115,8.621238
28.0,28,8.624229
80.0,80,8.632756
200.0,200,8.654295
172.0,172,8.671237
59.0,59,8.676859
46.0,46,8.681245
73.0,73,8.691011
194.0,194,8.713997
200.0,200,8.734306
154.0,154,8.74947
182.0,182,8.766366
133.0,133,8.778556
196.0,196,8.799888
200.0,200,8.820184
200.0,200,8.839604
128.0,128,8.850608
149.0,149,8.864297
157.0,157,8.877689
200.0,200,8.896894
176.0,176,8.913037
111.0,111,8.922665
42.0,42,8.926451
70.0,70,8.933056
87.0,87,8.942309
33.0,33,8.945506
74.0,74,8.953842
148.0,148,8.968461
86.0,86,8.976815
