#{"t_start": 1626358340.285623, "env_id": "CartPole-v0"}
r,l,t
25.0,25,8.979285
21.0,21,8.981223
200.0,200,9.000185
104.0,104,9.009746
181.0,181,9.025797
200.0,200,9.043332
200.0,200,9.06073
150.0,150,9.073595
175.0,175,9.08843
174.0,174,9.104628
200.0,200,9.122087
200.0,200,9.140121
195.0,195,9.157994
200.0,200,9.175841
168.0,168,9.191416
127.0,127,9.203968
182.0,182,9.2207
177.0,177,9.236261
182.0,182,9.250962
196.0,196,9.266804
64.0,64,9.272362
67.0,67,9.277715
191.0,191,9.292566
144.0,144,9.304124
200.0,200,9.320103
102.0,102,9.327929
200.0,200,9.344352
119.0,119,9.354838
111.0,111,9.363597
70.0,70,9.369784
200.0,200,9.388076
149.0,149,9.399966
144.0,144,9.413048
177.0,177,9.42853
57.0,57,9.433137
200.0,200,9.451808
139.0,139,9.463865
139.0,139,9.475276
200.0,200,9.491695
200.0,200,9.508685
45.0,45,9.512381
173.0,173,9.527151
188.0,188,9.542305
113.0,113,9.551203
97.0,97,9.560378
47.0,47,9.564033
200.0,200,9.580399
200.0,200,9.596578
200.0,200,9.613612
191.0,191,9.630288
109.0,109,9.640246
200.0,200,9.65721
107.0,107,9.665366
82.0,82,9.672861
200.0,200,9.689703
79.0,79,9.695773
200.0,200,9.712131
122.0,122,9.722944
50.0,50,9.726794
200.0,200,9.743957
200.0,200,9.761364
43.0,43,9.76478
200.0,200,9.781688
151.0,151,9.795302
77.0,77,9.802107
180.0,180,9.816872
20.0,20,9.81883
70.0,70,9.825397
200.0,200,9.84198
200.0,200,9.859439
161.0,161,9.873388
143.0,143,9.886646
105.0,105,9.895804
13.0,13,9.896919
24.0,24,9.89947
116.0,116,9.909149
131.0,131,9.920135
200.0,200,9.936995
155.0,155,9.9494
200.0,200,9.966494
200.0,200,9.98392
200.0,200,10.000165
180.0,180,10.014435
166.0,166,10.028096
181.0,181,10.044082
200.0,200,10.060846
143.0,143,10.072822
200.0,200,10.090012
118.0,118,10.09908
200.0,200,10.115654
200.0,200,10.133191
174.0,174,10.148361
200.0,200,10.165532
200.0,200,10.182332
200.0,200,10.199057
154.0,154,10.212177
200.0,200,10.228456
200.0,200,10.245245
168.0,168,10.259959
200.0,200,10.275763
175.0,175,10.290041
200.0,200,10.305671
40.0,40,10.308784
121.0,121,10.318228
192.0,192,10.333731
90.0,90,10.341601
104.0,104,10.349835
78.0,78,10.356789
127.0,127,10.367063
186.0,186,10.383075
147.0,147,10.396073
136.0,136,10.40798
130.0,130,10.418592
200.0,200,10.437558
82.0,82,10.444633
44.0,44,10.448191
39.0,39,10.451818
200.0,200,10.470123
44.0,44,10.47408
51.0,51,10.478362
200.0,200,10.495
43.0,43,10.498442
195.0,195,10.514364
164.0,164,10.528093
200.0,200,10.544429
200.0,200,10.561146
193.0,193,10.576959
200.0,200,10.593518
130.0,130,10.605584
68.0,68,10.610907
79.0,79,10.618344
86.0,86,10.626255
43.0,43,10.629689
82.0,82,10.638542
114.0,114,10.647368
50.0,50,10.653041
150.0,150,10.665342
121.0,121,10.676922
173.0,173,10.692068
200.0,200,10.709355
151.0,151,10.721129
152.0,152,10.73319
179.0,179,10.747605
200.0,200,10.766234
63.0,63,10.773062
86.0,86,10.779873
200.0,200,10.797471
200.0,200,10.814885
147.0,147,10.82821
111.0,111,10.837462
200.0,200,10.853982
200.0,200,10.872344
200.0,200,10.888151
200.0,200,10.904415
200.0,200,10.920354
200.0,200,10.937863
82.0,82,10.944219
102.0,102,10.954079
144.0,144,10.965096
200.0,200,10.981126
54.0,54,10.985662
90.0,90,10.992887
200.0,200,11.008551
200.0,200,11.024212
200.0,200,11.040148
200.0,200,11.055583
200.0,200,11.071473
174.0,174,11.084597
179.0,179,11.098713
200.0,200,11.115222
200.0,200,11.130912
200.0,200,11.146933
200.0,200,11.162835
156.0,156,11.175404
200.0,200,11.191183
148.0,148,11.202927
68.0,68,11.208448
47.0,47,11.211959
55.0,55,11.216257
154.0,154,11.228533
169.0,169,11.242293
136.0,136,11.253574
200.0,200,11.26937
146.0,146,11.280893
44.0,44,11.284661
62.0,62,11.289983
15.0,15,11.291393
195.0,195,11.306913
200.0,200,11.322769
123.0,123,11.331969
74.0,74,11.338955
109.0,109,11.347614
31.0,31,11.350456
87.0,87,11.358365
53.0,53,11.362949
175.0,175,11.377698
156.0,156,11.390628
139.0,139,11.402131
186.0,186,11.418032
88.0,88,11.426088
77.0,77,11.432599
52.0,52,11.437449
24.0,24,11.439807
73.0,73,11.446122
157.0,157,11.46013
200.0,200,11.478103
107.0,107,11.488579
57.0,57,11.493425
117.0,117,11.505016
27.0,27,11.507416
57.0,57,11.512259
98.0,98,11.521914
43.0,43,11.52557
178.0,178,11.541926
136.0,136,11.553496
46.0,46,11.55781
61.0,61,11.563121
70.0,70,11.569033
72.0,72,11.575719
83.0,83,11.582483
79.0,79,11.589671
39.0,39,11.593111
54.0,54,11.598018
46.0,46,11.602354
52.0,52,11.607243
46.0,46,11.611473
67.0,67,11.617149
136.0,136,11.628977
114.0,114,11.638958
176.0,176,11.655345
90.0,90,11.663178
45.0,45,11.667144
46.0,46,11.671369
51.0,51,11.676125
113.0,113,11.686471
115.0,115,11.696806
89.0,89,11.705734
173.0,173,11.722028
49.0,49,11.726462
58.0,58,11.731457
59.0,59,11.737043
56.0,56,11.742207
17.0,17,11.743728
25.0,25,11.745823
59.0,59,11.750683
61.0,61,11.757023
106.0,106,11.766623
101.0,101,11.777096
69.0,69,11.783114
70.0,70,11.791617
55.0,55,11.796422
68.0,68,11.802261
52.0,52,11.807171
70.0,70,11.813577
53.0,53,11.818112
67.0,67,11.824256
74.0,74,11.830425
69.0,69,11.836218
77.0,77,11.842796
72.0,72,11.848384
54.0,54,11.852753
73.0,73,11.858518
91.0,91,11.865485
57.0,57,11.870593
55.0,55,11.875051
60.0,60,11.879673
63.0,63,11.884542
55.0,55,11.889275
66.0,66,11.894246
40.0,40,11.897209
47.0,47,11.901076
73.0,73,11.907199
67.0,67,11.912188
80.0,80,11.919659
76.0,76,11.925641
49.0,49,11.929383
39.0,39,11.932483
58.0,58,11.938916
66.0,66,11.943904
48.0,48,11.947529
48.0,48,11.952373
75.0,75,11.958463
76.0,76,11.964643
85.0,85,11.973521
64.0,64,11.978747
49.0,49,11.982614
81.0,81,11.989821
53.0,53,11.993909
50.0,50,11.997739
95.0,95,12.006653
43.0,43,12.009989
84.0,84,12.016225
72.0,72,12.023446
76.0,76,12.029501
62.0,62,12.035434
76.0,76,12.041619
56.0,56,12.045793
69.0,69,12.05217
50.0,50,12.056634
74.0,74,12.062211
59.0,59,12.066944
77.0,77,12.07467
44.0,44,12.078113
71.0,71,12.083985
67.0,67,12.089858
45.0,45,12.093544
54.0,54,12.0976
86.0,86,12.105594
58.0,58,12.110119
52.0,52,12.114241
36.0,36,12.117512
44.0,44,12.121907
55.0,55,12.12652
60.0,60,12.131028
34.0,34,12.134504
45.0,45,12.139044
89.0,89,12.145708
70.0,70,12.152092
96.0,96,12.160172
66.0,66,12.165014
99.0,99,12.174594
71.0,71,12.180198
80.0,80,12.188197
97.0,97,12.196056
69.0,69,12.201602
70.0,70,12.208222
80.0,80,12.214887
61.0,61,12.22051
91.0,91,12.227673
66.0,66,12.232779
78.0,78,12.240381
71.0,71,12.245714
82.0,82,12.25211
85.0,85,12.259384
133.0,133,12.270123
110.0,110,12.279218
170.0,170,12.293159
144.0,144,12.305189
159.0,159,12.317549
96.0,96,12.326516
104.0,104,12.334955
139.0,139,12.346974
49.0,49,12.351065
71.0,71,12.357889
124.0,124,12.367825
117.0,117,12.378417
43.0,43,12.38175
104.0,104,12.390916
200.0,200,12.407379
200.0,200,12.423801
113.0,113,12.432478
81.0,81,12.440038
200.0,200,12.45655
200.0,200,12.474376
200.0,200,12.490698
128.0,128,12.500271
200.0,200,12.51656
200.0,200,12.533217
192.0,192,12.548522
200.0,200,12.56413
200.0,200,12.580462
146.0,146,12.592666
200.0,200,12.608367
200.0,200,12.624222
139.0,139,12.634868
130.0,130,12.645324
166.0,166,12.658883
200.0,200,12.674802
200.0,200,12.69057
173.0,173,12.704195
133.0,133,12.71409
200.0,200,12.729775
200.0,200,12.746298
192.0,192,12.762144
152.0,152,12.77495
99.0,99,12.782473
160.0,160,12.795039
135.0,135,12.806267
108.0,108,12.814598
83.0,83,12.821414
76.0,76,12.828341
82.0,82,12.83523
58.0,58,12.841359
44.0,44,12.845165
102.0,102,12.853842
55.0,55,12.858975
25.0,25,12.86129
128.0,128,12.873046
157.0,157,12.887513
132.0,132,12.898804
139.0,139,12.911575
69.0,69,12.917265
174.0,174,12.932304
131.0,131,12.943768
164.0,164,12.95654
200.0,200,12.972692
118.0,118,12.981621
200.0,200,12.997174
164.0,164,13.010994
200.0,200,13.027041
131.0,131,13.037736
194.0,194,13.05291
171.0,171,13.066152
117.0,117,13.077347
120.0,120,13.088414
200.0,200,13.105992
174.0,174,13.121001
200.0,200,13.138339
169.0,169,13.152567
200.0,200,13.169202
109.0,109,13.17802
53.0,53,13.182129
66.0,66,13.18877
170.0,170,13.202809
197.0,197,13.219152
200.0,200,13.236719
75.0,75,13.242862
137.0,137,13.254863
200.0,200,13.271212
200.0,200,13.287652
189.0,189,13.302878
200.0,200,13.318818
135.0,135,13.330295
191.0,191,13.345603
182.0,182,13.36037
189.0,189,13.376153
107.0,107,13.384789
72.0,72,13.391476
43.0,43,13.394862
105.0,105,13.403345
96.0,96,13.411606
98.0,98,13.419466
74.0,74,13.426489
33.0,33,13.42906
96.0,96,13.437578
94.0,94,13.445452
68.0,68,13.450684
51.0,51,13.455883
80.0,80,13.462292
75.0,75,13.468122
39.0,39,13.472171
39.0,39,13.475405
52.0,52,13.479508
63.0,63,13.484453
59.0,59,13.489975
62.0,62,13.494804
52.0,52,13.498862
44.0,44,13.502608
89.0,89,13.510978
73.0,73,13.516677
53.0,53,13.521461
30.0,30,13.523957
50.0,50,13.528003
39.0,39,13.531059
45.0,45,13.535048
46.0,46,13.539663
82.0,82,13.546467
46.0,46,13.550246
72.0,72,13.556614
59.0,59,13.561995
67.0,67,13.567931
84.0,84,13.575871
94.0,94,13.583969
78.0,78,13.591105
49.0,49,13.595402
40.0,40,13.598988
40.0,40,13.602558
66.0,66,13.608817
80.0,80,13.615993
65.0,65,13.621809
39.0,39,13.625276
31.0,31,13.628023
46.0,46,13.631858
56.0,56,13.636937
44.0,44,13.640918
98.0,98,13.649045
66.0,66,13.655131
122.0,122,13.66747
51.0,51,13.672454
105.0,105,13.681773
89.0,89,13.690098
55.0,55,13.694925
84.0,84,13.703225
149.0,149,13.716459
103.0,103,13.726844
43.0,43,13.730492
33.0,33,13.733236
82.0,82,13.741727
78.0,78,13.748179
114.0,114,13.759673
124.0,124,13.771602
76.0,76,13.779289
79.0,79,13.787652
70.0,70,13.794532
70.0,70,13.800688
44.0,44,13.805959
71.0,71,13.812528
191.0,191,13.830822
103.0,103,13.841335
79.0,79,13.848271
74.0,74,13.856277
35.0,35,13.859572
59.0,59,13.865088
31.0,31,13.868109
41.0,41,13.873353
75.0,75,13.879947
50.0,50,13.884136
18.0,18,13.886807
47.0,47,13.891663
46.0,46,13.895632
68.0,68,13.902005
78.0,78,13.910802
131.0,131,13.923269
88.0,88,13.932313
97.0,97,13.941094
120.0,120,13.951664
141.0,141,13.965272
106.0,106,13.975239
97.0,97,13.98417
151.0,151,13.997948
177.0,177,14.013347
150.0,150,14.02754
128.0,128,14.039773
98.0,98,14.047876
43.0,43,14.051423
48.0,48,14.056499
128.0,128,14.0669
102.0,102,14.076815
127.0,127,14.0882
198.0,198,14.105037
116.0,116,14.113886
130.0,130,14.127446
97.0,97,14.135313
99.0,99,14.14526
99.0,99,14.153317
117.0,117,14.163541
96.0,96,14.171832
41.0,41,14.175232
70.0,70,14.180865
82.0,82,14.18776
158.0,158,14.200574
95.0,95,14.20872
123.0,123,14.218117
200.0,200,14.234248
80.0,80,14.241623
86.0,86,14.248038
69.0,69,14.255261
46.0,46,14.259014
33.0,33,14.261538
51.0,51,14.265429
63.0,63,14.27138
70.0,70,14.277096
31.0,31,14.279536
71.0,71,14.285061
42.0,42,14.289838
29.0,29,14.292145
36.0,36,14.294956
41.0,41,14.298094
52.0,52,14.302131
42.0,42,14.306314
37.0,37,14.309339
36.0,36,14.312128
22.0,22,14.313904
28.0,28,14.316039
35.0,35,14.319054
182.0,182,14.333318
169.0,169,14.34773
91.0,91,14.356205
93.0,93,14.363571
168.0,168,14.378226
161.0,161,14.39132
84.0,84,14.397792
162.0,162,14.410925
152.0,152,14.424962
146.0,146,14.440957
95.0,95,14.448894
94.0,94,14.458065
57.0,57,14.462794
101.0,101,14.471133
91.0,91,14.480006
31.0,31,14.482543
58.0,58,14.487506
22.0,22,14.489546
80.0,80,14.495898
129.0,129,14.507251
141.0,141,14.519202
150.0,150,14.531411
200.0,200,14.547548
90.0,90,14.556463
60.0,60,14.561051
77.0,77,14.56705
58.0,58,14.572843
73.0,73,14.57868
62.0,62,14.583378
82.0,82,14.590624
63.0,63,14.595523
83.0,83,14.601864
32.0,32,14.605358
51.0,51,14.609302
68.0,68,14.614511
46.0,46,14.618268
99.0,99,14.627004
74.0,74,14.632591
53.0,53,14.637837
82.0,82,14.644798
62.0,62,14.649526
57.0,57,14.655246
100.0,100,14.662856
78.0,78,14.668908
146.0,146,14.681286
118.0,118,14.691637
85.0,85,14.698193
56.0,56,14.702796
50.0,50,14.707652
58.0,58,14.712053
72.0,72,14.717719
33.0,33,14.721632
47.0,47,14.725394
44.0,44,14.729076
46.0,46,14.732517
52.0,52,14.738972
46.0,46,14.742679
45.0,45,14.746087
58.0,58,14.75079
52.0,52,14.756378
23.0,23,14.758228
60.0,60,14.762683
34.0,34,14.765186
46.0,46,14.76915
44.0,44,14.774227
75.0,75,14.780066
45.0,45,14.783572
27.0,27,14.786851
48.0,48,14.791353
30.0,30,14.793694
49.0,49,14.797396
38.0,38,14.800287
44.0,44,14.805652
46.0,46,14.809345
42.0,42,14.812564
54.0,54,14.81669
56.0,56,14.823211
43.0,43,14.826656
39.0,39,14.829584
48.0,48,14.833151
46.0,46,14.83775
45.0,45,14.841785
39.0,39,14.84478
47.0,47,14.84833
45.0,45,14.851898
22.0,22,14.854419
32.0,32,14.857562
51.0,51,14.861736
32.0,32,14.864369
35.0,35,14.867508
50.0,50,14.872598
29.0,29,14.875186
64.0,64,14.880261
20.0,20,14.881911
27.0,27,14.884143
61.0,61,14.889692
55.0,55,14.893894
94.0,94,14.901579
37.0,37,14.905463
195.0,195,14.922332
40.0,40,14.925678
37.0,37,14.928457
49.0,49,14.93218
50.0,50,14.937505
24.0,24,14.940344
39.0,39,14.943485
59.0,59,14.947896
58.0,58,14.953308
44.0,44,14.957815
48.0,48,14.961806
69.0,69,14.967236
16.0,16,14.968636
69.0,69,14.975392
90.0,90,14.982325
135.0,135,14.993533
200.0,200,15.009825
144.0,144,15.022082
131.0,131,15.031988
32.0,32,15.034841
60.0,60,15.040755
58.0,58,15.045668
45.0,45,15.04908
106.0,106,15.058468
176.0,176,15.073394
200.0,200,15.089861
95.0,95,15.097054
126.0,126,15.107934
200.0,200,15.124189
146.0,146,15.135008
62.0,62,15.14123
65.0,65,15.146688
94.0,94,15.154544
172.0,172,15.16854
56.0,56,15.174335
200.0,200,15.190821
46.0,46,15.194625
80.0,80,15.200581
16.0,16,15.20209
169.0,169,15.215879
162.0,162,15.23005
52.0,52,15.234015
116.0,116,15.244378
64.0,64,15.249277
123.0,123,15.259804
144.0,144,15.27202
200.0,200,15.287998
93.0,93,15.295606
114.0,114,15.305452
157.0,157,15.317854
155.0,155,15.331098
89.0,89,15.339891
200.0,200,15.358447
117.0,117,15.36877
182.0,182,15.384986
200.0,200,15.403063
91.0,91,15.412677
69.0,69,15.418684
70.0,70,15.42557
155.0,155,15.440814
105.0,105,15.451078
60.0,60,15.456633
42.0,42,15.461149
55.0,55,15.465941
25.0,25,15.468201
149.0,149,15.483199
61.0,61,15.488687
40.0,40,15.493144
28.0,28,15.49574
68.0,68,15.501838
194.0,194,15.519763
200.0,200,15.537253
200.0,200,15.555103
200.0,200,15.57388
146.0,146,15.586672
194.0,194,15.605285
173.0,173,15.620466
54.0,54,15.625338
138.0,138,15.637128
166.0,166,15.651091
80.0,80,15.658306
147.0,147,15.670635
198.0,198,15.687025
127.0,127,15.697459
200.0,200,15.713353
200.0,200,15.728932
183.0,183,15.743332
65.0,65,15.748238
63.0,63,15.753445
163.0,163,15.766407
168.0,168,15.780142
175.0,175,15.794266
18.0,18,15.795675
63.0,63,15.800515
52.0,52,15.805363
65.0,65,15.8107
200.0,200,15.827243
200.0,200,15.843595
200.0,200,15.859685
200.0,200,15.875787
200.0,200,15.892366
200.0,200,15.909878
200.0,200,15.927321
182.0,182,15.943025
163.0,163,15.957239
200.0,200,15.975631
28.0,28,15.978119
24.0,24,15.980151
180.0,180,15.996319
185.0,185,16.013018
200.0,200,16.03025
185.0,185,16.046276
56.0,56,16.050681
200.0,200,16.06702
23.0,23,16.069116
52.0,52,16.074524
18.0,18,16.076584
44.0,44,16.080093
125.0,125,16.091069
200.0,200,16.108122
113.0,113,16.116949
23.0,23,16.119034
63.0,63,16.125453
17.0,17,16.126928
200.0,200,16.144585
58.0,58,16.148992
82.0,82,16.156224
175.0,175,16.170261
138.0,138,16.181613
200.0,200,16.196981
200.0,200,16.212482
200.0,200,16.228459
200.0,200,16.244355
157.0,157,16.256835
156.0,156,16.268776
60.0,60,16.274688
149.0,149,16.287074
76.0,76,16.293144
200.0,200,16.309685
165.0,165,16.323896
134.0,134,16.335888
69.0,69,16.343169
92.0,92,16.350501
200.0,200,16.367266
200.0,200,16.384974
117.0,117,16.39521
64.0,64,16.40068
42.0,42,16.404261
200.0,200,16.421882
200.0,200,16.441876
200.0,200,16.462105
200.0,200,16.48209
200.0,200,16.501292
200.0,200,16.519556
200.0,200,16.538742
140.0,140,16.550848
137.0,137,16.562446
118.0,118,16.573064
41.0,41,16.577683
28.0,28,16.580575
154.0,154,16.596135
124.0,124,16.608332
200.0,200,16.62721
178.0,178,16.643827
135.0,135,16.656172
200.0,200,16.674752
120.0,120,16.686114
152.0,152,16.699126
163.0,163,16.713425
114.0,114,16.72342
180.0,180,16.739021
200.0,200,16.756857
200.0,200,16.773824
200.0,200,16.791999
200.0,200,16.809245
200.0,200,16.825969
135.0,135,16.837328
112.0,112,16.846323
200.0,200,16.862822
115.0,115,16.873122
115.0,115,16.88219
200.0,200,16.898751
153.0,153,16.911631
115.0,115,16.921373
200.0,200,16.938545
75.0,75,16.944664
129.0,129,16.956433
200.0,200,16.974692
200.0,200,16.991419
185.0,185,17.007031
200.0,200,17.024499
200.0,200,17.042057
122.0,122,17.051335
200.0,200,17.06874
192.0,192,17.087114
97.0,97,17.095411
200.0,200,17.111872
157.0,157,17.125378
200.0,200,17.142661
200.0,200,17.159298
200.0,200,17.176545
200.0,200,17.193845
200.0,200,17.210821
105.0,105,17.219446
200.0,200,17.236791
183.0,183,17.251565
112.0,112,17.261489
121.0,121,17.272106
179.0,179,17.287274
200.0,200,17.303671
200.0,200,17.31967
145.0,145,17.330976
200.0,200,17.347797
200.0,200,17.364301
145.0,145,17.377318
184.0,184,17.393864
115.0,115,17.403751
