#{"t_start": 1627059750.1729228, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,124,1799.405295
2.0,201,1801.016516
4.0,271,1803.248704
1.0,150,1804.478867
3.0,263,1806.595368
4.0,331,1809.261285
0.0,137,1810.350523
2.0,211,1812.105604
4.0,292,1814.49226
4.0,330,1817.151721
2.0,214,1818.85612
4.0,278,1821.106352
4.0,316,1823.632847
1.0,154,1824.859277
0.0,131,1825.944157
1.0,178,1827.348657
3.0,241,1829.310628
2.0,191,1830.848605
4.0,273,1833.088674
4.0,291,1835.429011
3.0,257,1837.520239
1.0,174,1838.903492
2.0,192,1840.439709
2.0,190,1841.988595
4.0,259,1844.099248
0.0,123,1845.094602
6.0,378,1848.145204
4.0,296,1850.537036
0.0,125,1851.524084
3.0,223,1853.322486
3.0,215,1855.065155
2.0,205,1856.74422
5.0,311,1859.230477
7.0,442,1862.883791
2.0,206,1864.582661
2.0,201,1866.263597
4.0,266,1868.386473
4.0,253,1870.458829
1.0,174,1871.905844
5.0,350,1874.745729
2.0,202,1876.373367
4.0,282,1878.613698
7.0,458,1882.384272
2.0,201,1883.968916
4.0,311,1886.452839
6.0,355,1889.282048
3.0,217,1891.068764
5.0,377,1894.052449
4.0,243,1895.994817
4.0,297,1898.344713
4.0,290,1900.684666
1.0,170,1902.517738
7.0,422,1905.851076
7.0,439,1909.346563
5.0,307,1911.844905
6.0,426,1915.256594
7.0,430,1918.739322
5.0,334,1921.446509
2.0,192,1922.961544
5.0,316,1925.504492
4.0,280,1927.740594
3.0,250,1929.724409
3.0,257,1931.747295
4.0,303,1934.180952
2.0,203,1935.824261
3.0,234,1937.692453
1.0,180,1939.183045
4.0,300,1941.606351
2.0,189,1943.180983
7.0,396,1946.439258
5.0,324,1949.091468
6.0,327,1951.758773
1.0,179,1953.206328
6.0,349,1956.00271
4.0,277,1958.283443
4.0,278,1960.512117
5.0,292,1962.868215
1.0,154,1964.201105
5.0,341,1966.96213
4.0,302,1969.408854
5.0,344,1972.218941
3.0,213,1973.940053
2.0,221,1975.722198
3.0,225,1977.563482
6.0,361,1980.46532
3.0,232,1982.3667
3.0,229,1984.231045
5.0,339,1986.981395
6.0,373,1989.994842
3.0,227,1991.857117
6.0,364,1994.84899
0.0,130,1995.942164
3.0,231,1997.839839
2.0,226,1999.696148
7.0,356,2002.522619
3.0,236,2004.443694
3.0,248,2006.463034
4.0,308,2009.033388
9.0,469,2012.845673
5.0,389,2015.981372
1.0,162,2017.277379
1.0,148,2018.474099
8.0,486,2022.427665
6.0,379,2025.478757
2.0,223,2027.278108
5.0,330,2029.99408
7.0,454,2033.65645
3.0,279,2035.968719
4.0,294,2038.366315
1.0,157,2039.629615
7.0,404,2042.916894
3.0,250,2044.93397
6.0,405,2048.268375
5.0,310,2050.803457
4.0,288,2053.222029
4.0,283,2055.538675
5.0,324,2058.180073
7.0,378,2061.273325
0.0,130,2062.343404
3.0,263,2064.451242
2.0,208,2066.212035
4.0,280,2068.513494
2.0,187,2070.055892
6.0,335,2072.835881
3.0,274,2075.053197
3.0,251,2077.075866
3.0,246,2079.136327
2.0,218,2080.864188
3.0,236,2082.809158
7.0,382,2085.913786
5.0,323,2088.576365
0.0,130,2089.644454
8.0,456,2093.402713
3.0,253,2095.502244
8.0,477,2099.404137
2.0,199,2101.023862
5.0,306,2103.489205
2.0,234,2105.369699
3.0,277,2107.670666
1.0,155,2108.934557
1.0,180,2110.395157
4.0,283,2112.71717
2.0,208,2114.433207
4.0,285,2116.750113
5.0,355,2119.708197
3.0,268,2121.843626
2.0,185,2123.367261
10.0,547,2127.901788
2.0,182,2129.43293
5.0,295,2131.936327
5.0,317,2134.515063
4.0,281,2136.849394
6.0,385,2140.015366
3.0,234,2141.959382
4.0,299,2144.406385
2.0,228,2146.30361
3.0,238,2148.244489
5.0,392,2151.450818
3.0,274,2153.670355
4.0,335,2156.420409
7.0,373,2159.453004
5.0,305,2161.964845
2.0,209,2163.700701
2.0,231,2165.612197
3.0,268,2167.791466
8.0,410,2171.154866
3.0,245,2173.139657
4.0,301,2175.584233
2.0,181,2177.075772
8.0,423,2180.524011
3.0,245,2182.559603
6.0,313,2185.067816
13.0,637,2190.30011
6.0,357,2193.249984
4.0,286,2195.63666
5.0,300,2198.114022
1.0,176,2199.569265
4.0,296,2201.985689
4.0,305,2204.45976
3.0,266,2206.652281
5.0,313,2209.261011
2.0,218,2211.053804
3.0,274,2213.296927
4.0,248,2215.36321
2.0,207,2217.091507
3.0,234,2218.95816
5.0,345,2221.74984
4.0,299,2224.217347
0.0,132,2225.310413
2.0,210,2227.044958
5.0,359,2229.987148
4.0,286,2232.367212
6.0,393,2235.570139
1.0,171,2237.005043
3.0,255,2239.057848
8.0,475,2242.93361
1.0,183,2244.438439
9.0,457,2248.068843
4.0,280,2250.345748
3.0,256,2252.418708
4.0,280,2254.696684
2.0,216,2256.456676
3.0,276,2258.726032
6.0,353,2261.589652
4.0,278,2263.843002
7.0,342,2266.667455
2.0,217,2268.430197
3.0,249,2270.433372
4.0,242,2272.436903
2.0,205,2274.127879
4.0,299,2276.590236
0.0,124,2277.611747
2.0,201,2279.281766
2.0,219,2281.123162
5.0,348,2283.899112
3.0,212,2285.606888
3.0,258,2287.67648
1.0,195,2289.260886
2.0,203,2290.912637
4.0,319,2293.471066
2.0,201,2295.110943
7.0,384,2298.260238
2.0,200,2299.88605
5.0,311,2302.45025
3.0,263,2304.581107
6.0,390,2307.827705
4.0,300,2310.886709
8.0,451,2314.582943
3.0,231,2316.494519
8.0,492,2320.451271
0.0,123,2321.464139
3.0,222,2323.212518
5.0,314,2325.808542
8.0,479,2329.66915
4.0,257,2331.816896
1.0,173,2333.230961
3.0,245,2335.181789
3.0,233,2337.097489
9.0,459,2340.756329
3.0,249,2342.717493
1.0,176,2344.112079
2.0,200,2345.750681
4.0,294,2348.073569
6.0,329,2350.720599
4.0,278,2352.960585
6.0,326,2355.587713
8.0,405,2358.881154
9.0,534,2363.267114
3.0,248,2365.312181
4.0,262,2367.490664
4.0,286,2369.85326
0.0,128,2370.898855
6.0,344,2373.772135
4.0,262,2375.9288
5.0,304,2378.390877
1.0,162,2379.723106
2.0,224,2381.581223
7.0,378,2384.72952
3.0,254,2386.797861
5.0,326,2389.546804
6.0,354,2392.411454
4.0,262,2394.502415
1.0,156,2395.706768
1.0,153,2396.918257
5.0,343,2399.544845
3.0,235,2401.408544
3.0,246,2403.332926
4.0,321,2405.843945
3.0,253,2407.830944
5.0,349,2410.597035
6.0,378,2413.5841
1.0,168,2414.889544
1.0,151,2416.092756
3.0,214,2417.789102
3.0,225,2419.628406
8.0,504,2423.618759
1.0,153,2424.843374
6.0,375,2427.869041
5.0,315,2430.371032
5.0,276,2432.533388
1.0,169,2433.896581
2.0,187,2435.339877
7.0,391,2438.426508
4.0,252,2440.41984
2.0,205,2442.057612
1.0,172,2443.427097
4.0,280,2445.687641
4.0,255,2447.748075
3.0,255,2449.769909
5.0,350,2452.50639
3.0,233,2454.39875
6.0,351,2457.18597
4.0,287,2459.449852
4.0,273,2461.636735
7.0,351,2464.462055
2.0,202,2466.078645
4.0,306,2468.481771
5.0,306,2470.892943
1.0,172,2472.306237
2.0,181,2473.773627
7.0,368,2476.855222
3.0,232,2478.787882
6.0,396,2481.964892
2.0,187,2483.512714
4.0,260,2485.677668
2.0,205,2487.403642
1.0,151,2488.681578
1.0,155,2489.941996
5.0,321,2492.589852
2.0,217,2494.396492
4.0,263,2496.598994
1.0,176,2498.057321
2.0,190,2499.58212
10.0,487,2503.62501
4.0,296,2506.02327
4.0,279,2508.341593
5.0,319,2510.925157
0.0,121,2511.923827
3.0,227,2513.77191
2.0,228,2515.660769
2.0,191,2517.295303
5.0,326,2519.988906
3.0,229,2521.87813
3.0,273,2524.115619
7.0,401,2527.44517
3.0,268,2529.694093
4.0,299,2532.179592
9.0,447,2535.893201
5.0,313,2538.435696
3.0,252,2540.497692
5.0,323,2543.239249
4.0,317,2545.939621
8.0,471,2549.856462
5.0,304,2552.384141
9.0,409,2555.826138
4.0,258,2558.059363
6.0,414,2561.444622
7.0,447,2565.140373
8.0,403,2568.492604
1.0,153,2569.750542
1.0,172,2571.142518
1.0,167,2572.51163
5.0,311,2575.075562
3.0,270,2577.360065
5.0,312,2579.953435
3.0,228,2581.815592
7.0,432,2585.397813
3.0,234,2587.295072
0.0,122,2588.30923
5.0,310,2590.920307
8.0,472,2594.865468
3.0,229,2596.806393
4.0,309,2599.364671
5.0,298,2601.810145
3.0,243,2603.872357
2.0,183,2605.425621
8.0,409,2608.865568
3.0,294,2611.35114
2.0,227,2613.193919
4.0,284,2615.588223
8.0,457,2619.38624
6.0,343,2622.168956
0.0,121,2623.212644
4.0,263,2625.38419
5.0,347,2628.213622
5.0,355,2631.268494
3.0,249,2633.319689
6.0,419,2636.819145
3.0,238,2638.845106
6.0,351,2641.817935
1.0,168,2643.257804
2.0,228,2645.177165
3.0,249,2647.252194
5.0,333,2650.022012
1.0,172,2651.504018
7.0,382,2654.726396
6.0,378,2657.903064
4.0,263,2660.078848
0.0,123,2661.129066
10.0,506,2665.420811
1.0,150,2666.686947
1.0,167,2668.103969
2.0,198,2669.799742
2.0,181,2671.343005
3.0,237,2673.292455
1.0,148,2674.544984
3.0,236,2676.467141
4.0,320,2679.079774
3.0,230,2680.993893
8.0,404,2684.371383
3.0,274,2686.696654
5.0,313,2689.352706
5.0,302,2691.944353
1.0,171,2693.368941
6.0,346,2696.284148
3.0,211,2698.047771
8.0,474,2701.935949
2.0,197,2703.552485
1.0,152,2704.83716
4.0,263,2707.07275
3.0,250,2709.196612
6.0,366,2712.290415
3.0,256,2714.481263
11.0,551,2718.982898
7.0,408,2722.869911
7.0,431,2726.427385
2.0,220,2728.270379
0.0,125,2729.300049
4.0,259,2731.448495
0.0,125,2732.450477
1.0,176,2733.882244
5.0,351,2736.768439
5.0,312,2739.344194
3.0,254,2741.424114
3.0,250,2743.495102
2.0,201,2745.117795
3.0,228,2746.979171
3.0,228,2748.827974
2.0,181,2750.341623
4.0,295,2752.75774
3.0,248,2754.791347
3.0,211,2756.51971
7.0,407,2759.833398
3.0,208,2761.544898
7.0,386,2764.714103
10.0,517,2768.895814
3.0,235,2770.774459
2.0,179,2772.249902
8.0,480,2776.194139
6.0,343,2779.027588
3.0,254,2781.161917
4.0,276,2783.39767
4.0,259,2785.507004
5.0,335,2788.3178
3.0,265,2790.566024
7.0,424,2794.136002
7.0,430,2797.625019
2.0,191,2799.242279
4.0,257,2801.390311
4.0,245,2803.459303
1.0,151,2804.713654
0.0,123,2805.767478
5.0,282,2808.104099
4.0,285,2810.501284
4.0,280,2812.924269
4.0,272,2815.194211
4.0,282,2817.517214
7.0,397,2820.916134
11.0,515,2825.255897
5.0,313,2827.851235
3.0,228,2829.732963
5.0,351,2832.719409
7.0,392,2836.03802
3.0,251,2838.129268
3.0,228,2840.042947
5.0,306,2842.620907
9.0,459,2846.492412
0.0,124,2847.602538
5.0,329,2850.336398
3.0,232,2852.278926
6.0,349,2855.247026
8.0,429,2858.830118
4.0,278,2861.100435
2.0,198,2862.744974
6.0,356,2865.653201
3.0,230,2867.605906
5.0,310,2870.198244
8.0,397,2873.514282
5.0,345,2876.419847
4.0,267,2878.674119
8.0,436,2882.393548
8.0,448,2886.205945
7.0,396,2889.561579
2.0,198,2891.199349
4.0,326,2893.897192
6.0,373,2897.025126
2.0,203,2898.716357
10.0,471,2902.626122
4.0,291,2905.10383
2.0,227,2906.957577
8.0,404,2910.423104
6.0,423,2913.954757
2.0,215,2915.800558
6.0,352,2918.79323
7.0,392,2922.084432
3.0,253,2924.190631
0.0,127,2925.261102
10.0,515,2929.469988
2.0,197,2931.11718
4.0,312,2933.737413
1.0,173,2935.168495
1.0,168,2936.562922
0.0,125,2937.593532
6.0,333,2940.401611
3.0,248,2942.522233
9.0,478,2946.552017
3.0,268,2948.78756
4.0,299,2951.273752
5.0,333,2954.015918
5.0,333,2956.83597
8.0,398,2960.254666
3.0,233,2962.237895
4.0,303,2964.803433
1.0,174,2966.285768
4.0,252,2968.464558
2.0,228,2970.401039
6.0,346,2973.359584
4.0,317,2975.955009
10.0,528,2980.356116
2.0,201,2982.03393
5.0,324,2984.704746
4.0,282,2987.027344
9.0,417,2990.423114
6.0,397,2993.772431
4.0,321,2996.50338
10.0,470,3000.416217
4.0,304,3002.953976
4.0,293,3005.333527
10.0,475,3009.251779
3.0,230,3011.211447
4.0,280,3013.547008
0.0,125,3014.584749
8.0,408,3017.977631
2.0,217,3019.706945
2.0,183,3021.269646
1.0,181,3022.793214
4.0,281,3025.156667
2.0,219,3027.070926
5.0,375,3030.225157
1.0,173,3031.743553
0.0,121,3032.760632
4.0,325,3035.492423
3.0,231,3037.403602
6.0,341,3040.27037
9.0,462,3044.143856
19.0,769,3050.603788
4.0,299,3053.161788
2.0,181,3054.652859
0.0,131,3055.777087
9.0,446,3059.565471
9.0,465,3063.528935
5.0,299,3065.99949
3.0,253,3068.169335
5.0,345,3071.096657
1.0,156,3072.42082
3.0,248,3074.566261
1.0,165,3075.967971
14.0,667,3081.672237
1.0,152,3082.940664
3.0,241,3085.016787
7.0,431,3088.629326
5.0,327,3091.386868
8.0,426,3095.027914
9.0,447,3098.84693
3.0,258,3101.055968
3.0,214,3102.855257
2.0,228,3104.736418
2.0,218,3106.596044
3.0,274,3108.9155
3.0,249,3110.953177
2.0,183,3112.495943
8.0,448,3116.345788
6.0,386,3119.601266
3.0,231,3121.607786
12.0,556,3126.385333
3.0,227,3128.338889
10.0,494,3132.442715
9.0,458,3136.321618
5.0,310,3138.927234
8.0,437,3143.317721
0.0,122,3144.387449
0.0,128,3145.504601
9.0,475,3149.577538
3.0,252,3151.71584
2.0,181,3153.242613
5.0,306,3155.84046
0.0,132,3156.966747
4.0,276,3159.277478
1.0,149,3160.560425
4.0,255,3162.778655
8.0,407,3166.286537
6.0,344,3169.212752
5.0,328,3172.081701
6.0,324,3174.844773
3.0,226,3176.817454
5.0,286,3179.262432
7.0,384,3182.536956
5.0,310,3185.167879
3.0,249,3187.283734
3.0,269,3189.590917
4.0,261,3191.822148
10.0,505,3196.050624
2.0,219,3197.916062
5.0,376,3201.135402
15.0,753,3207.474246
9.0,505,3211.785616
3.0,247,3213.886003
5.0,327,3216.617929
10.0,549,3221.308739
7.0,356,3224.366127
3.0,208,3226.184157
2.0,198,3227.870104
4.0,324,3230.642208
5.0,299,3233.150585
15.0,618,3238.473409
3.0,233,3240.43866
0.0,128,3241.528342
1.0,165,3242.914016
12.0,586,3247.848789
2.0,204,3249.597717
6.0,361,3252.698394
1.0,177,3254.156001
7.0,444,3257.999499
5.0,307,3260.599606
1.0,171,3262.065827
2.0,204,3263.796091
3.0,254,3265.937242
4.0,304,3268.487545
1.0,178,3270.027921
11.0,508,3274.380702
2.0,205,3276.161629
2.0,182,3277.718901
3.0,252,3279.880954
6.0,326,3282.673214
6.0,387,3285.970863
7.0,384,3289.289925
5.0,334,3292.117708
6.0,375,3295.313067
3.0,244,3297.382059
10.0,495,3301.581353
5.0,351,3304.58638
7.0,431,3308.213358
6.0,389,3311.528633
3.0,237,3313.524044
5.0,292,3315.986718
16.0,716,3322.056722
6.0,345,3324.992695
1.0,158,3326.345461
3.0,254,3328.427169
10.0,475,3332.527633
5.0,321,3335.277458
5.0,371,3338.451529
4.0,269,3340.762706
2.0,205,3342.486671
10.0,502,3346.790819
3.0,232,3348.749553
6.0,381,3351.993519
5.0,301,3354.503205
4.0,260,3356.690985
7.0,383,3359.938808
7.0,409,3363.387644
7.0,426,3367.058412
4.0,294,3369.557889
5.0,352,3372.525679
0.0,135,3373.70092
6.0,381,3376.959968
9.0,552,3381.668927
5.0,355,3384.66945
4.0,269,3386.98021
6.0,332,3389.8529
3.0,239,3391.909031
3.0,280,3394.2877
4.0,259,3396.539746
3.0,230,3398.45394
5.0,297,3400.987905
1.0,155,3402.303804
3.0,231,3404.300873
8.0,412,3407.829001
3.0,215,3409.674935
7.0,415,3413.266434
7.0,415,3416.774476
4.0,265,3419.022448
3.0,216,3420.841981
3.0,211,3422.618675
9.0,495,3426.822756
4.0,299,3429.451716
7.0,445,3433.229217
2.0,205,3434.947766
5.0,311,3437.615579
4.0,307,3440.239103
3.0,252,3442.357533
8.0,431,3446.002387
5.0,321,3448.721464
9.0,481,3452.792455
4.0,255,3455.002507
3.0,251,3457.138463
12.0,561,3461.96811
9.0,440,3465.642084
2.0,204,3467.357897
10.0,520,3471.766037
11.0,560,3476.593513
3.0,254,3478.765582
5.0,343,3481.709595
5.0,299,3484.38641
4.0,294,3486.873828
3.0,214,3488.739623
1.0,151,3490.022826
7.0,412,3493.450654
11.0,535,3497.930227
5.0,321,3500.584588
5.0,317,3503.223841
10.0,520,3507.674165
6.0,421,3511.258441
5.0,287,3513.720058
14.0,628,3519.099278
4.0,316,3522.016047
6.0,360,3525.304475
6.0,366,3528.433954
5.0,276,3530.766249
1.0,155,3532.107819
6.0,321,3534.906917
1.0,159,3536.349744
3.0,232,3538.355308
3.0,243,3540.467445
10.0,499,3544.809438
5.0,327,3547.556089
6.0,366,3550.692197
7.0,422,3554.342991
7.0,382,3557.633069
1.0,180,3559.227055
4.0,260,3561.516358
6.0,354,3564.562903
2.0,209,3566.36166
6.0,358,3569.881859
11.0,552,3574.537414
5.0,333,3577.327135
11.0,523,3581.865792
5.0,312,3584.506327
4.0,258,3586.714787
5.0,341,3589.607023
1.0,154,3590.942536
14.0,660,3596.560669
2.0,223,3598.486894
2.0,209,3600.221979
9.0,457,3604.161896
8.0,412,3607.687565
0.0,120,3608.740926
12.0,603,3614.093015
13.0,628,3619.359792
2.0,221,3621.214791
9.0,547,3625.877838
4.0,324,3628.642776
6.0,333,3631.50844
8.0,504,3635.795045
7.0,396,3639.204803
7.0,389,3642.62944
9.0,447,3646.499565
6.0,357,3649.568959
5.0,331,3652.456933
4.0,330,3655.260192
5.0,316,3658.065694
9.0,443,3661.949931
4.0,282,3664.372799
7.0,419,3667.975405
4.0,293,3670.513803
6.0,405,3674.041992
7.0,458,3677.978109
7.0,380,3681.239213
7.0,393,3684.66028
5.0,318,3687.345896
7.0,401,3690.769203
8.0,436,3694.552569
3.0,287,3697.027839
1.0,171,3698.505382
6.0,410,3702.086184
4.0,284,3704.52028
2.0,205,3706.299392
3.0,245,3708.410361
3.0,240,3710.519997
8.0,399,3713.953233
0.0,130,3715.076868
5.0,284,3717.572905
10.0,519,3722.055489
6.0,417,3725.607611
5.0,279,3728.027063
6.0,404,3731.52142
1.0,153,3732.819372
3.0,252,3734.978864
3.0,234,3736.942396
5.0,302,3739.517139
4.0,268,3741.806552
7.0,406,3745.386862
5.0,315,3748.126301
8.0,389,3751.506083
8.0,480,3755.618134
6.0,354,3758.649763
5.0,334,3761.46392
3.0,247,3763.578121
7.0,440,3767.281414
9.0,476,3771.279146
9.0,470,3775.31139
8.0,451,3779.172581
4.0,293,3781.762753
5.0,308,3784.384699
8.0,453,3788.261719
4.0,319,3790.954899
8.0,471,3794.981178
0.0,125,3796.082164
4.0,246,3798.146756
9.0,462,3802.049807
6.0,347,3805.056906
2.0,206,3806.862458
10.0,514,3811.303293
8.0,464,3815.328357
10.0,530,3819.919039
2.0,224,3821.86475
1.0,156,3823.183198
0.0,125,3824.229988
6.0,316,3826.965496
3.0,262,3829.26283
11.0,510,3833.625775
7.0,364,3836.708977
7.0,420,3840.269258
4.0,266,3842.530879
2.0,197,3844.222712
8.0,424,3847.809771
0.0,124,3848.862693
8.0,398,3852.288943
5.0,354,3855.291969
8.0,462,3859.17256
4.0,271,3861.501947
1.0,178,3863.045094
8.0,438,3866.802466
6.0,403,3870.227617
7.0,360,3873.364585
8.0,436,3877.064672
7.0,410,3880.639187
2.0,209,3882.426111
4.0,283,3884.834853
6.0,397,3888.294036
10.0,487,3892.44586
5.0,352,3895.489603
9.0,506,3899.852065
4.0,327,3902.674508
8.0,480,3906.799786
2.0,199,3908.492612
5.0,307,3911.201074
5.0,334,3914.106832
3.0,216,3915.994843
9.0,511,3920.424044
8.0,472,3924.511316
4.0,296,3927.092729
8.0,442,3930.960849
5.0,278,3933.367859
2.0,186,3935.010471
9.0,492,3939.218291
4.0,285,3941.682191
9.0,409,3945.141495
7.0,449,3949.081923
5.0,327,3951.885018
4.0,279,3954.295827
9.0,513,3958.768882
3.0,250,3960.951734
7.0,428,3964.70119
3.0,267,3967.049683
5.0,298,3969.62245
6.0,393,3973.060908
4.0,293,3975.632327
1.0,179,3977.183007
5.0,333,3980.114645
8.0,474,3984.260582
10.0,494,3988.567577
4.0,302,3991.206896
8.0,434,3994.98029
2.0,229,3996.974735
6.0,384,4000.891731
0.0,130,4001.993618
7.0,389,4005.287859
4.0,305,4007.857387
9.0,520,4012.238011
7.0,412,4015.680286
4.0,325,4018.447207
6.0,384,4021.730367
8.0,437,4025.559633
8.0,395,4028.943007
3.0,253,4031.075891
5.0,336,4034.013967
5.0,321,4036.812017
6.0,377,4040.093015
4.0,262,4042.384873
4.0,297,4044.973091
4.0,282,4047.43138
7.0,382,4050.698613
7.0,408,4054.194317
17.0,731,4060.384361
6.0,380,4063.728287
5.0,342,4066.687167
2.0,183,4068.287025
13.0,660,4073.95002
9.0,484,4078.117012
4.0,307,4080.677871
11.0,572,4085.581355
7.0,424,4089.182697
11.0,512,4093.579511
5.0,370,4096.809226
3.0,236,4098.856295
0.0,125,4099.954964
0.0,128,4101.059002
6.0,329,4103.950953
5.0,343,4106.915271
6.0,383,4110.214419
8.0,417,4113.84962
16.0,705,4119.910061
1.0,173,4121.419988
8.0,443,4125.217594
7.0,404,4128.726142
7.0,381,4132.041922
5.0,294,4134.573738
4.0,288,4137.086356
3.0,215,4138.970486
4.0,257,4141.186988
11.0,601,4146.351902
9.0,474,4150.454233
4.0,279,4152.860527
5.0,315,4155.523397
1.0,154,4156.857145
6.0,399,4160.319428
9.0,485,4164.509063
7.0,350,4167.554632
7.0,402,4171.014743
7.0,469,4175.037841
11.0,550,4179.763762
3.0,253,4181.941737
5.0,289,4184.407952
7.0,387,4187.800044
11.0,511,4192.183332
8.0,430,4195.836303
2.0,217,4197.645578
11.0,543,4202.297708
6.0,343,4205.212169
9.0,469,4209.271509
9.0,450,4213.146968
8.0,379,4216.349402
2.0,195,4217.989492
1.0,154,4219.304393
6.0,364,4222.391989
6.0,356,4225.456259
12.0,535,4230.048255
7.0,372,4233.254216
5.0,335,4236.159307
7.0,416,4239.714096
9.0,474,4243.867141
4.0,299,4246.442107
6.0,347,4249.433321
11.0,520,4253.986138
13.0,580,4259.020239
7.0,438,4262.889391
6.0,363,4266.088847
11.0,532,4270.807318
1.0,152,4272.131771
2.0,193,4273.828222
6.0,352,4276.907246
10.0,504,4281.302498
10.0,516,4285.783554
9.0,485,4290.035582
9.0,425,4293.829005
15.0,657,4299.613417
6.0,368,4302.893368
4.0,297,4305.527624
11.0,570,4310.533304
10.0,545,4315.339582
2.0,206,4317.198867
3.0,247,4319.325444
1.0,183,4320.89879
5.0,331,4323.73832
12.0,581,4328.882178
9.0,493,4333.255427
13.0,650,4339.025905
7.0,348,4342.073685
4.0,266,4344.400168
9.0,479,4348.590661
6.0,344,4351.653065
9.0,505,4356.157034
6.0,345,4359.234009
8.0,426,4362.952048
3.0,267,4365.356427
12.0,624,4370.804384
10.0,461,4374.775769
7.0,433,4378.569049
8.0,488,4382.868917
5.0,310,4385.570633
2.0,213,4387.46558
4.0,265,4389.811308
9.0,458,4393.796541
13.0,590,4399.043912
2.0,207,4400.88686
7.0,420,4404.589754
8.0,408,4408.215602
6.0,317,4411.024404
3.0,247,4413.200535
9.0,480,4417.46568
6.0,397,4421.056505
6.0,436,4424.846008
12.0,575,4429.932129
11.0,484,4434.777415
6.0,387,4438.240167
2.0,201,4439.993405
6.0,362,4443.155436
4.0,304,4445.776343
10.0,510,4450.26144
7.0,373,4453.658056
9.0,471,4457.746443
9.0,412,4461.367579
7.0,362,4464.56012
4.0,282,4467.03647
9.0,481,4471.323634
5.0,330,4474.170837
11.0,573,4479.120101
6.0,390,4482.524049
5.0,328,4485.422583
10.0,489,4489.770259
1.0,155,4491.111305
16.0,754,4497.768649
9.0,476,4501.973449
13.0,647,4507.682973
7.0,395,4511.219132
6.0,367,4514.479932
14.0,696,4520.605938
12.0,632,4526.112868
9.0,484,4530.206777
6.0,343,4533.044636
1.0,164,4534.436136
10.0,486,4538.611072
12.0,618,4543.779343
3.0,230,4545.728585
9.0,458,4549.566165
5.0,313,4552.164386
7.0,378,4555.334559
2.0,198,4556.969114
7.0,378,4560.071389
11.0,482,4564.099606
6.0,366,4567.194342
10.0,548,4571.759335
14.0,686,4577.449803
8.0,390,4580.642981
6.0,331,4583.363916
10.0,479,4587.35135
6.0,359,4590.316471
11.0,496,4594.390518
6.0,399,4597.617713
6.0,371,4600.725971
3.0,226,4602.587789
12.0,615,4607.840987
8.0,454,4611.852709
13.0,584,4616.936707
8.0,406,4620.48144
10.0,456,4624.527936
15.0,719,4630.889216
7.0,358,4634.011914
8.0,424,4637.765012
17.0,774,4644.519387
10.0,559,4649.44613
9.0,434,4653.2535
8.0,429,4657.040621
5.0,308,4659.750422
11.0,521,4664.383501
7.0,348,4667.433542
10.0,502,4671.829374
6.0,341,4674.836426
8.0,386,4678.291223
5.0,327,4681.247124
7.0,331,4684.186069
2.0,209,4686.052074
2.0,228,4688.03318
9.0,457,4692.080019
8.0,441,4696.033455
4.0,294,4698.547499
7.0,361,4701.639272
4.0,290,4704.084752
11.0,540,4708.553501
10.0,493,4712.674237
11.0,629,4717.948443
9.0,413,4721.528935
7.0,371,4724.69046
12.0,623,4729.888745
16.0,694,4735.729724
5.0,305,4738.287474
14.0,626,4743.664697
16.0,758,4750.152987
9.0,432,4753.763591
6.0,373,4756.923866
10.0,503,4761.089318
9.0,470,4765.141832
4.0,280,4767.500758
8.0,467,4771.458341
7.0,413,4774.998727
9.0,527,4779.509122
2.0,206,4781.332193
3.0,239,4783.425797
10.0,488,4787.750348
5.0,300,4790.412007
5.0,299,4793.118176
9.0,444,4797.087344
3.0,233,4799.151554
6.0,332,4802.089343
12.0,598,4807.384809
5.0,342,4810.388785
2.0,192,4812.082359
15.0,664,4817.955147
11.0,504,4822.420695
11.0,604,4827.787565
8.0,409,4831.440938
11.0,572,4836.433752
9.0,460,4840.528359
15.0,680,4846.589792
8.0,473,4850.781114
9.0,462,4854.89634
9.0,432,4858.720759
7.0,381,4862.035949
5.0,353,4865.147823
9.0,468,4869.86796
2.0,202,4871.560852
11.0,494,4875.66661
10.0,503,4879.906698
9.0,467,4883.745269
5.0,335,4886.52243
13.0,620,4891.703542
16.0,700,4897.529917
11.0,549,4902.086525
12.0,553,4906.756727
14.0,664,4912.332404
7.0,413,4915.771995
12.0,530,4920.234097
16.0,794,4926.956377
8.0,438,4930.678102
9.0,457,4934.545355
8.0,410,4937.998208
2.0,186,4939.5581
17.0,815,4946.463598
3.0,268,4948.723426
10.0,464,4952.678075
7.0,383,4955.853728
10.0,475,4959.934227
6.0,379,4963.17092
12.0,559,4967.93939
6.0,383,4971.186288
14.0,617,4976.435062
15.0,698,4982.390829
8.0,496,4986.585252
7.0,389,4989.970369
8.0,392,4993.288053
8.0,499,4997.421035
11.0,524,5001.851949
14.0,608,5006.989175
11.0,494,5011.151205
3.0,238,5013.162915
1.0,154,5014.460356
15.0,575,5019.326206
9.0,465,5023.231334
8.0,408,5026.650114
6.0,352,5029.678474
10.0,433,5033.414546
13.0,573,5038.412368
6.0,352,5041.561451
16.0,775,5048.488274
7.0,356,5051.673948
12.0,556,5056.620237
8.0,463,5060.800582
9.0,441,5064.614175
5.0,326,5067.464922
11.0,505,5072.022699
13.0,593,5077.351839
